Feature ID	Test stat.	pval	pval_fdr	pval_bon	taxonomy
JN496647.1.1454	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
HM187263.1.1465	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
AM490696.1.1474	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
HQ114052.1.1472	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
EF205586.1.1468	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
CU926177.1.1366	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
AJ387900.1.1335	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium SJP-3; D_3__uncultured bacterium SJP-3; D_4__uncultured bacterium SJP-3; D_5__uncultured bacterium SJP-3; D_6__uncultured bacterium SJP-3
JN538866.1.1401	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN446210.1.1402	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
FJ535535.1.1511	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
AY114318.1.1393	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured candidate division BRC1 bacterium; D_3__uncultured candidate division BRC1 bacterium; D_4__uncultured candidate division BRC1 bacterium; D_5__uncultured candidate division BRC1 bacterium; D_6__uncultured candidate division BRC1 bacterium
JN514853.1.1457	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN539279.1.1474	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
EU542448.1.1512	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JN478936.1.1451	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN539383.1.1440	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN446508.1.1455	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
HQ397082.1.1515	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
EU592488.1.1509	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JN489129.1.1405	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN529486.1.1421	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN539556.1.1464	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
HQ397084.1.1506	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
EU652510.1.1523	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JX240589.1.1510	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JN531586.1.1394	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
AJ387899.1.1336	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium SJP-2; D_3__uncultured bacterium SJP-2; D_4__uncultured bacterium SJP-2; D_5__uncultured bacterium SJP-2; D_6__uncultured bacterium SJP-2
JN535837.1.1459	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
AB364861.1.1459	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
FJ901640.1.1389	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured candidate division BRC1 bacterium; D_3__uncultured candidate division BRC1 bacterium; D_4__uncultured candidate division BRC1 bacterium; D_5__uncultured candidate division BRC1 bacterium; D_6__uncultured candidate division BRC1 bacterium
JN486007.1.1395	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN529998.1.1349	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
AB486828.1.1373	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JN454663.1.1318	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JF727703.1.1511	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JN471027.1.1410	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
FJ462046.1.1510	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JX298439.1.1361	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
FJ716440.1.1526	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
KP299876.1.1505	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JN534221.1.1405	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
EU735023.1.1508	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
GU302475.1.1503	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JX016901.1.1500	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
AY114331.1.1376	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured candidate division BRC1 bacterium; D_3__uncultured candidate division BRC1 bacterium; D_4__uncultured candidate division BRC1 bacterium; D_5__uncultured candidate division BRC1 bacterium; D_6__uncultured candidate division BRC1 bacterium
JN429541.1.1362	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
JN498398.1.1397	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
HM346818.1.1203	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
AWNW01000006.38040.39570	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__Candidatus Hydrogenedens terephthalicus JGI OTU-1; D_3__Candidatus Hydrogenedens terephthalicus JGI OTU-1; D_4__Candidatus Hydrogenedens terephthalicus JGI OTU-1; D_5__Candidatus Hydrogenedens terephthalicus JGI OTU-1; D_6__Candidatus Hydrogenedens terephthalicus JGI OTU-1
GQ844344.1.1514	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JN460926.1.1390	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
EF584529.1.1484	nan	nan	1	nan	D_0__Bacteria; D_1__Hydrogenedentes; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
